"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Mozambique","Africa","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Mozambique","Africa","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Mozambique","Africa","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Mozambique","Africa","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Mozambique","Africa","Rate: Convicted",,,,,,,,,,,,,,,
"Mozambique","Africa","Rate: Male Convicted",,,,,,,,,,,,,,,
"Mozambique","Africa","Rate: Female Convicted",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact",,,,,,,914,1107,1232,1519,1443,1626,1625,,
"Myanmar","Asia","Male Brought into Formal Contact",,,,,,,789,948,991,1348,1250,1536,1527,,
"Myanmar","Asia","Female Brought into Formal Contact",,,,,,,125,159,241,171,193,90,98,,
"Myanmar","Asia","Rate: Persons Brought into Formal Contact",,,,,,,1.8,2.2,2.4,3,2.8,3.1,3.1,,
"Myanmar","Asia","Rate: Male Brought into Formal Contact",,,,,,,3.2,3.9,4,5.4,5,6.1,6,,
"Myanmar","Asia","Rate: Female Brought into Formal Contact",,,,,,,3.1,3.7,3.8,5.2,4.7,5.8,5.7,,
"Myanmar","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Myanmar","Asia","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Myanmar","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Myanmar","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Myanmar","Asia","Rate: Convicted",,,,,,,,,,,,,,,
"Myanmar","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Myanmar","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact",,,1213,923,,,,,,,,,,,
"Nepal","Asia","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Rate: Persons Brought into Formal Contact",,,4.7,3.6,,,,,,,,,,,
"Nepal","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Nepal","Asia","Persons Convicted for Intentional Homicide",,,335,261,,,,,,,,,,,
"Nepal","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Nepal","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Nepal","Asia","Rate: Convicted",,,1.3,1,,,,,,,,,,,
"Nepal","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Nepal","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact",,,,,,2070,2880,3270,3475,3955,3540,3295,3100,,
"Netherlands","Europe","Male Brought into Formal Contact",,,,,,1822,2510,2919,3094,3519,3119,2949,2744,,
"Netherlands","Europe","Female Brought into Formal Contact",,,,,,248,370,351,381,436,421,346,356,,
"Netherlands","Europe","Rate: Persons Brought into Formal Contact",,,,,,12.5,17.3,19.6,20.8,23.6,21,19.5,18.3,,
"Netherlands","Europe","Rate: Male Brought into Formal Contact",,,,,,22.2,30.4,35.2,37.2,42.2,37.3,35.1,32.6,,
"Netherlands","Europe","Rate: Female Brought into Formal Contact",,,,,,21.8,30,34.8,36.7,41.7,36.8,34.7,32.2,,
"Netherlands","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Male 0-17 Brought into Formal Contact",,,,,,103,146,180,195,211,291,300,306,,
"Netherlands","Europe","Male 18-24 Brought into Formal Contact",,,,,,516,694,821,829,958,920,922,691,,
"Netherlands","Europe","Male 25-29 Brought into Formal Contact",,,,,,322,406,500,502,586,513,465,479,,
"Netherlands","Europe","Male 30-44 Brought into Formal Contact",,,,,,618,838,898,1001,1108,937,820,811,,
"Netherlands","Europe","Male 45-59 Brought into Formal Contact",,,,,,212,355,415,463,541,384,374,379,,
"Netherlands","Europe","Male over 60 Brought into Formal Contact",,,,,,52,72,103,106,115,75,68,78,,
"Netherlands","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Female 0-17 Brought into Formal Contact",,,,,,28,31,29,27,26,42,48,40,,
"Netherlands","Europe","Female 18-24 Brought into Formal Contact",,,,,,64,77,86,91,121,97,68,61,,
"Netherlands","Europe","Female 25-29 Brought into Formal Contact",,,,,,30,53,51,51,64,51,59,66,,
"Netherlands","Europe","Female 30-44 Brought into Formal Contact",,,,,,83,130,109,135,136,128,92,121,,
"Netherlands","Europe","Female 45-59 Brought into Formal Contact",,,,,,39,70,65,64,77,90,68,58,,
"Netherlands","Europe","Female over 60 Brought into Formal Contact",,,,,,4,9,12,12,11,13,9,10,,
"Netherlands","Europe","Citizens Brought into Formal Contact",,,,,,,,,,3687,3054,2914,2615,,
"Netherlands","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,268,486,381,485,,
"Netherlands","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Netherlands","Europe","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Netherlands","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Netherlands","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Netherlands","Europe","Rate: Convicted",,,,,,,,,,,,,,,
"Netherlands","Europe","Rate: Male Convicted",,,,,,,,,,,,,,,
"Netherlands","Europe","Rate: Female Convicted",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact",,,59,63,82,77,82,48,39,44,50,,,,
"New Zealand","Oceania","Male Brought into Formal Contact",,,53,58,70,69,69,41,35,39,40,,,,
"New Zealand","Oceania","Female Brought into Formal Contact",,,6,5,12,8,13,7,4,5,10,,,,
"New Zealand","Oceania","Rate: Persons Brought into Formal Contact",,,1.4,1.5,1.9,1.8,1.9,1.1,0.9,1,1.1,,,,
"New Zealand","Oceania","Rate: Male Brought into Formal Contact",,,2.6,2.8,3.4,3.3,3.3,1.9,1.6,1.8,1.8,,,,
"New Zealand","Oceania","Rate: Female Brought into Formal Contact",,,2.5,2.7,3.2,3.2,3.1,1.8,1.6,1.7,1.7,,,,
"New Zealand","Oceania","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Male 0-17 Brought into Formal Contact",,,,,,13,5,7,3,6,1,,,,
"New Zealand","Oceania","Male 18-24 Brought into Formal Contact",,,,,,18,24,11,6,11,15,,,,
"New Zealand","Oceania","Male 25-29 Brought into Formal Contact",,,,,,9,12,3,6,10,2,,,,
"New Zealand","Oceania","Male 30-44 Brought into Formal Contact",,,,,,21,18,13,10,6,13,,,,
"New Zealand","Oceania","Male 45-59 Brought into Formal Contact",,,,,,5,10,4,8,5,9,,,,
"New Zealand","Oceania","Male over 60 Brought into Formal Contact",,,,,,3,0,3,2,1,0,,,,
"New Zealand","Oceania","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Female 0-17 Brought into Formal Contact",,,,,,2,2,0,0,0,0,,,,
"New Zealand","Oceania","Female 18-24 Brought into Formal Contact",,,,,,4,1,1,1,3,1,,,,
"New Zealand","Oceania","Female 25-29 Brought into Formal Contact",,,,,,1,0,2,0,0,3,,,,
"New Zealand","Oceania","Female 30-44 Brought into Formal Contact",,,,,,1,6,3,3,2,2,,,,
"New Zealand","Oceania","Female 45-59 Brought into Formal Contact",,,,,,0,3,1,0,0,4,,,,
"New Zealand","Oceania","Female over 60 Brought into Formal Contact",,,,,,0,1,0,0,0,0,,,,
"New Zealand","Oceania","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"New Zealand","Oceania","Persons Convicted for Intentional Homicide",,,20,22,31,31,28,48,27,25,32,,,,
"New Zealand","Oceania","Male Convicted for Intentional Homicide",,,18,22,28,29,26,43,26,22,29,,,,
"New Zealand","Oceania","Female Convicted for Intentional Homicide",,,2,0,3,2,2,5,1,3,3,,,,
"New Zealand","Oceania","Rate: Convicted",,,0.5,0.5,0.7,0.7,0.6,1.1,0.6,0.6,0.7,,,,
"New Zealand","Oceania","Rate: Male Convicted",,,0.9,1.1,1.3,1.4,1.2,2,1.2,1,1.3,,,,
"New Zealand","Oceania","Rate: Female Convicted",,,0.1,0,0.1,0.1,0.1,0.2,0,0.1,0.1,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact",,,352,422,,,,790,,,,,,,
"Nicaragua","Americas","Male Brought into Formal Contact",,,,,,,,746,,,,,,,
"Nicaragua","Americas","Female Brought into Formal Contact",,,,,,,,44,,,,,,,
"Nicaragua","Americas","Rate: Persons Brought into Formal Contact",,,6.5,7.7,,,,13.8,,,,,,,
"Nicaragua","Americas","Rate: Male Brought into Formal Contact",,,,,,,,26.4,,,,,,,
"Nicaragua","Americas","Rate: Female Brought into Formal Contact",,,,,,,,25.6,,,,,,,
"Nicaragua","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Nicaragua","Americas","Persons Convicted for Intentional Homicide",,,,,,,,1919,,,,,,,
"Nicaragua","Americas","Male Convicted for Intentional Homicide",,,,,,,,1875,,,,,,,
"Nicaragua","Americas","Female Convicted for Intentional Homicide",,,,,,,,44,,,,,,,
"Nicaragua","Americas","Rate: Convicted",,,,,,,,33.4,,,,,,,
"Nicaragua","Americas","Rate: Male Convicted",,,,,,,,66.3,,,,,,,
"Nicaragua","Americas","Rate: Female Convicted",,,,,,,,1.5,,,,,,,
"Norway","Europe","Persons Brought into Formal Contact",31,51,55,27,21,28,25,44,32,28,27,31,33,33,
"Norway","Europe","Male Brought into Formal Contact",,27,50,20,17,24,24,41,30,25,22,27,31,30,
"Norway","Europe","Female Brought into Formal Contact",,4,5,7,4,4,1,3,2,3,5,4,2,3,
"Norway","Europe","Rate: Persons Brought into Formal Contact",0.7,1.1,1.2,0.6,0.4,0.6,0.5,0.9,0.6,0.6,0.5,0.6,0.6,0.6,
"Norway","Europe","Rate: Male Brought into Formal Contact",,1.2,2.2,0.9,0.7,1,1,1.7,1.2,1,0.9,1,1.2,1.1,
"Norway","Europe","Rate: Female Brought into Formal Contact",,1.2,2.1,0.9,0.7,1,1,1.7,1.2,1,0.9,1.1,1.2,1.2,
"Norway","Europe","Male 0-14 Brought into Formal Contact",0,0,0,0,0,0,0,0,0,0,0,1,0,1,
"Norway","Europe","Male 0-17 Brought into Formal Contact",0,1,0,2,0,1,0,0,1,0,0,1,0,2,
"Norway","Europe","Male 18-24 Brought into Formal Contact",10,17,8,7,6,3,4,10,9,7,7,8,3,6,
"Norway","Europe","Male 25-29 Brought into Formal Contact",5,6,13,1,3,6,5,7,3,5,1,6,5,5,
"Norway","Europe","Male 30-44 Brought into Formal Contact",8,11,23,9,3,11,9,21,14,9,10,7,13,9,
"Norway","Europe","Male 45-59 Brought into Formal Contact",4,8,6,1,2,3,5,2,1,3,3,4,8,7,
"Norway","Europe","Male over 60 Brought into Formal Contact",0,1,0,0,3,0,1,1,2,1,1,1,2,1,
"Norway","Europe","Female 0-14 Brought into Formal Contact",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Norway","Europe","Female 0-17 Brought into Formal Contact",0,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Norway","Europe","Female 18-24 Brought into Formal Contact",1,1,1,3,0,0,0,1,0,0,3,1,0,0,
"Norway","Europe","Female 25-29 Brought into Formal Contact",0,0,2,0,0,0,0,1,0,1,0,0,0,1,
"Norway","Europe","Female 30-44 Brought into Formal Contact",3,3,2,1,2,2,1,0,1,0,1,3,2,1,
